City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
333,Mersing,MY,2.4312,103.8405,80.51,89,40,1.14,scattered clouds
334,Atar,MR,20.5169,-13.0499,90.5,35,5,10.6,clear sky
335,Qasigiannguit,GL,68.8193,-51.1922,46.65,92,98,4.32,overcast clouds
336,Gazojak,TM,41.1875,61.4036,84.78,23,0,11.56,clear sky
337,Makakilo City,US,21.3469,-158.0858,82.72,67,75,21.85,broken clouds
338,Bima,ID,-8.4667,118.7167,83.07,59,99,6.64,overcast clouds
339,Raudeberg,NO,61.9875,5.1352,50.67,77,100,10.92,overcast clouds
340,Chapais,CA,49.7834,-74.8492,58.78,70,91,2.71,overcast clouds
341,Broome,US,42.2506,-75.833,68.0,95,75,3.0,mist
342,Klyuchi,RU,52.2667,79.1667,60.76,66,98,1.86,overcast clouds
343,Russell,US,32.3502,-85.1999,79.88,94,100,4.83,overcast clouds
344,Batemans Bay,AU,-35.7167,150.1833,56.1,49,32,11.3,scattered clouds
345,Cidreira,BR,-30.1811,-50.2056,57.85,82,1,21.21,clear sky
346,Grootfontein,NA,-19.5667,18.1167,40.57,70,0,2.3,clear sky
347,Ancud,CL,-41.8697,-73.8203,41.23,88,100,11.54,light rain
348,General Teran,MX,25.2667,-99.6833,76.59,79,33,27.98,scattered clouds
349,Benjamin Constant,BR,-4.3831,-70.0311,73.53,81,95,1.54,overcast clouds
350,Sidney,AU,-33.8679,151.2073,59.77,80,75,28.77,light rain
351,Nakatsugawa,JP,35.4833,137.5,81.1,80,100,3.67,overcast clouds
352,Cheney,US,47.4874,-117.5758,85.48,29,75,11.5,broken clouds
353,Sinnamary,GF,5.3833,-52.95,76.12,90,100,3.69,overcast clouds
354,Severo-Kurilsk,RU,50.6789,156.125,55.51,90,100,2.98,overcast clouds
355,Choya,RU,52.0108,86.5467,57.31,79,99,4.05,light rain
356,Poronaysk,RU,49.2167,143.1167,59.16,85,100,7.07,overcast clouds
357,Haines Junction,CA,60.7522,-137.5108,60.75,59,43,3.44,scattered clouds
358,Rawson,AR,-43.3002,-65.1023,43.47,55,100,5.14,overcast clouds
359,Shihezi,CN,44.3,86.0333,82.17,19,5,13.87,clear sky
360,Naze,JP,28.3667,129.4833,85.12,74,98,10.27,overcast clouds
361,Kieta,PG,-6.2167,155.6333,86.11,66,75,8.32,broken clouds
362,Nelson Bay,AU,-32.7167,152.15,55.11,94,99,13.0,moderate rain
363,Sakakah,SA,29.9697,40.2064,87.37,26,8,11.23,clear sky
364,Hasaki,JP,35.7333,140.8333,75.6,82,91,12.84,light rain
365,Ciudad Bolivar,VE,8.1222,-63.5497,77.27,81,99,10.71,overcast clouds
366,Kraslava,LV,55.8951,27.168,50.85,96,85,3.56,overcast clouds
367,Eyl,SO,7.9803,49.8164,80.28,63,99,26.24,overcast clouds
368,Kaeo,NZ,-35.1,173.7833,57.33,97,100,13.56,moderate rain
369,Slave Lake,CA,55.2834,-114.769,67.98,37,0,16.11,clear sky
370,Constantine,DZ,36.365,6.6147,67.41,68,0,2.3,clear sky
371,Puerto Baquerizo Moreno,EC,-0.9,-89.6,70.32,83,69,13.22,broken clouds
372,Jawhar,SO,2.7809,45.5005,75.15,84,97,14.47,overcast clouds
373,Mitchell,US,43.7094,-98.0298,84.18,56,0,11.5,clear sky
374,Sabha,LY,27.0377,14.4283,75.4,42,2,18.28,clear sky
375,Khasan,RU,42.4308,130.6434,64.0,99,100,7.11,overcast clouds
376,Ust-Nera,RU,64.5667,143.2,71.15,62,76,5.26,broken clouds
377,Brasilia,BR,-15.7797,-47.9297,65.32,52,0,3.44,clear sky
378,Nemuro,JP,43.3236,145.575,60.93,93,100,9.06,overcast clouds
379,Tutoia,BR,-2.7619,-42.2744,77.63,90,14,11.27,few clouds
380,Sohag,EG,26.557,31.6948,80.89,43,21,17.13,few clouds
381,Naryan-Mar,RU,67.6713,53.087,64.58,83,18,12.57,few clouds
382,Arandis,NA,-22.4167,14.9667,60.66,36,0,4.05,clear sky
383,Erdemli,TR,36.605,34.3084,79.16,65,0,6.15,clear sky
384,Pangody,RU,65.85,74.4859,59.16,55,90,8.66,overcast clouds
385,Colquechaca,BO,-18.6667,-66.0167,31.14,14,34,8.5,scattered clouds
386,Awbari,LY,26.5921,12.7805,74.77,30,7,9.04,clear sky
387,Port-Gentil,GA,-0.7193,8.7815,72.93,84,39,12.15,scattered clouds
388,Henties Bay,NA,-22.116,14.2845,55.22,90,0,9.84,clear sky
389,Oktyabrskoye,RU,43.0645,44.7417,66.47,69,78,3.49,broken clouds
390,Nevsehir,TR,38.9167,34.6667,56.41,72,0,9.22,clear sky
391,Gorgan,IR,36.8387,54.4348,73.36,83,0,6.91,clear sky
392,Barstow,US,34.8986,-117.0228,108.59,13,34,17.16,scattered clouds
393,Pierre,US,44.3683,-100.351,84.85,56,0,14.97,clear sky
394,Rudnya,RU,54.947,31.0934,53.33,98,100,2.64,overcast clouds
395,Vyartsilya,RU,62.1764,30.693,55.62,100,55,4.25,broken clouds
396,Malanje,AO,-9.5402,16.341,60.46,41,0,1.68,clear sky
397,Honiara,SB,-9.4333,159.95,87.35,57,60,6.22,broken clouds
398,Kirkuk,IQ,35.4681,44.3922,86.32,22,0,5.7,clear sky
399,Mount Isa,AU,-20.7333,139.5,62.37,29,0,14.97,clear sky
400,Ngunguru,NZ,-35.6167,174.5,58.14,94,100,16.22,light rain
401,Geraldton,AU,-28.7667,114.6,63.01,94,100,14.97,overcast clouds
402,Innisfail,AU,-17.5333,146.0333,65.16,47,6,11.68,clear sky
403,Khvastovichi,RU,53.4694,35.0941,53.89,95,100,4.88,overcast clouds
404,Goderich,CA,43.7501,-81.7165,63.91,88,3,4.61,clear sky
405,Iida,JP,35.5197,137.8207,79.03,91,100,5.01,overcast clouds
406,Maragogi,BR,-9.0122,-35.2225,74.26,83,6,7.85,clear sky
407,Golden,US,39.7555,-105.2211,85.37,33,99,5.99,overcast clouds
408,Pine Bluff,US,34.2284,-92.0032,87.33,76,0,5.75,clear sky
409,Ewa Beach,US,21.3156,-158.0072,84.15,66,75,21.85,broken clouds
410,Havre-Saint-Pierre,CA,50.2334,-63.5986,59.0,82,0,4.61,clear sky
411,Saint George,US,37.1041,-113.5841,91.78,29,67,6.4,broken clouds
412,Turkmenabat,TM,39.0733,63.5786,78.78,31,0,9.22,clear sky
413,Shitanjing,CN,39.2342,106.3439,79.95,48,100,9.1,overcast clouds
414,Saiki,JP,32.95,131.9,93.79,76,90,6.91,overcast clouds
415,Turan,VN,16.0678,108.2208,87.78,70,40,1.14,scattered clouds
416,Douglas,US,41.3,-96.167,85.87,56,0,4.61,clear sky
417,Syracuse,IT,37.0881,15.2792,72.99,66,0,2.86,clear sky
418,Mancio Lima,BR,-7.6142,-72.8958,77.41,74,90,1.66,overcast clouds
419,Voi,KE,-3.3945,38.563,69.58,72,99,9.46,overcast clouds
420,Salina Cruz,MX,16.1667,-95.2,81.5,80,100,4.79,overcast clouds
421,Carbonia,IT,39.1672,8.5222,75.85,76,0,2.28,clear sky
422,Kathmandu,NP,27.7167,85.3167,75.42,83,40,2.3,scattered clouds
423,Nang Rong,TH,14.6377,102.7914,79.63,74,100,6.46,overcast clouds
424,Roald,NO,62.5833,6.1333,55.17,79,100,18.01,overcast clouds
425,Aldan,RU,58.6031,125.3894,64.67,82,100,2.77,overcast clouds
426,Tucupita,VE,9.0622,-62.051,70.9,96,72,3.53,broken clouds
427,Solnechnyy,RU,50.7214,136.6319,74.26,74,87,5.75,overcast clouds
428,La Ronge,CA,55.1001,-105.2842,86.22,32,75,16.11,broken clouds
429,Sorland,NO,67.667,12.6934,51.66,86,100,8.41,light rain
430,Leopold,AU,-38.1833,144.4667,54.05,68,100,6.91,overcast clouds
431,Bangkalan,ID,-7.0455,112.7351,80.55,76,99,6.02,light rain
432,Evensk,RU,61.95,159.2333,58.8,79,11,9.4,few clouds
433,Chakan,IN,18.75,73.85,71.33,94,100,14.61,heavy intensity rain
434,Khunti,IN,23.0833,85.2833,73.51,93,99,14.99,overcast clouds
435,Santa Cruz Del Sur,CU,20.7147,-77.9956,78.69,84,0,14.41,clear sky
436,Tateyama,JP,34.9833,139.8667,77.52,84,100,11.12,overcast clouds
437,Gillette,US,44.2911,-105.5022,92.32,25,0,14.0,clear sky
438,Kurumkan,RU,54.3,110.3,73.35,50,59,3.09,broken clouds
439,Key West,US,24.5557,-81.7826,91.4,63,0,3.44,clear sky
440,Bam,IR,29.106,58.357,79.63,19,0,12.97,clear sky
441,Kota Belud,MY,6.351,116.4305,82.31,74,93,7.16,overcast clouds
442,Talara,PE,-4.5772,-81.2719,63.36,89,23,15.84,few clouds
443,Taiyuan,CN,37.8694,112.5603,78.66,65,94,2.24,overcast clouds
444,Kalmunai,LK,7.4167,81.8167,80.56,60,73,4.38,broken clouds
445,Pedernales,DO,18.0384,-71.744,79.99,77,0,1.23,clear sky
446,Fare,PF,-16.7,-151.0167,77.97,71,35,18.7,scattered clouds
447,Lata,PT,40.1629,-8.3327,76.08,28,41,3.83,scattered clouds
448,Gouyave,GD,12.1646,-61.7296,77.77,83,20,8.05,few clouds
449,Eenhana,NA,-17.4667,16.3333,53.17,46,0,6.98,clear sky
450,Sangar,RU,63.9242,127.4739,69.51,69,100,7.25,overcast clouds
451,Iracoubo,GF,5.4802,-53.2011,75.74,90,100,2.86,overcast clouds
452,Savalou,BJ,7.9281,1.9756,72.37,94,100,5.55,overcast clouds
453,Waitati,NZ,-45.75,170.5667,48.79,76,97,7.87,overcast clouds
454,Zalantun,CN,48.0,122.7167,66.49,94,100,8.21,heavy intensity rain
455,Dali,CN,25.7,100.1833,74.44,63,0,2.77,clear sky
456,Seoul,KR,37.5683,126.9778,78.4,83,75,4.61,mist
457,Burgeo,CA,47.6167,-57.6152,58.84,96,56,7.87,broken clouds
458,Oranjemund,NA,-28.55,16.4333,51.57,81,0,6.82,clear sky
459,Kyra,RU,49.5776,111.9753,73.65,46,8,2.98,clear sky
460,Touros,BR,-5.1989,-35.4608,74.34,88,36,11.65,scattered clouds
461,Khorixas,NA,-20.3667,14.9667,59.43,36,0,4.07,clear sky
462,Riyadh,SA,24.6877,46.7219,87.94,12,35,10.25,scattered clouds
463,Bannu,PK,32.9854,70.6027,85.93,62,8,4.16,clear sky
464,Svetlogorsk,BY,52.6333,29.7333,53.94,98,100,6.24,overcast clouds
465,Kununurra,AU,-15.7667,128.7333,71.58,23,18,16.11,few clouds
466,Saquarema,BR,-22.92,-42.5103,71.74,93,100,6.46,overcast clouds
467,Coari,BR,-4.085,-63.1414,76.8,82,77,3.2,broken clouds
468,Belyy Yar,RU,53.6039,91.3903,60.69,63,0,4.47,clear sky
469,Tura,IN,25.5198,90.2201,81.73,82,49,2.53,scattered clouds
470,Zdvinsk,RU,54.7021,78.661,58.51,80,67,0.4,broken clouds
471,Marsh Harbour,BS,26.5412,-77.0636,83.14,77,63,12.64,broken clouds
472,Salalah,OM,17.0151,54.0924,76.5,93,78,8.79,broken clouds
473,San Jose,US,37.3394,-121.895,83.84,57,20,13.8,few clouds
474,Muroto,JP,33.2833,134.15,76.37,81,100,10.78,overcast clouds
475,Vilyuysk,RU,63.7553,121.6247,75.43,63,14,2.48,few clouds
476,Udachnyy,RU,66.4167,112.4,59.45,54,41,10.92,scattered clouds
477,Brownsville,US,25.9018,-97.4975,85.08,75,0,11.5,clear sky
478,Kochi,IN,9.9399,76.2602,79.02,81,100,14.94,overcast clouds
479,Acurenam,GQ,1.0322,10.6488,65.91,93,99,3.69,overcast clouds
480,Koping,SE,59.514,15.9926,55.33,84,0,5.7,clear sky
481,Vanavara,RU,60.34,102.2797,59.61,56,100,5.79,overcast clouds
482,Tuxpan,MX,19.55,-103.4,68.85,95,100,3.06,overcast clouds
483,Jardim,BR,-21.4803,-56.1381,66.79,80,79,5.77,broken clouds
484,Acarau,BR,-2.8856,-40.12,78.75,81,12,14.83,few clouds
485,Gambissara,SN,13.2382,-14.3108,77.59,92,100,4.25,light rain
486,Sfantu Gheorghe,RO,45.8667,25.7833,62.26,68,4,2.59,clear sky
487,Qinzhou,CN,21.95,108.6167,86.54,73,14,6.04,few clouds
488,Palmer,US,42.1584,-72.3287,76.21,77,28,1.5,scattered clouds
489,Port Macquarie,AU,-31.4333,152.9167,57.29,72,65,18.28,broken clouds
490,Beliu,RO,46.4833,21.9833,59.41,43,6,7.87,clear sky
491,Huejucar,MX,22.35,-103.2167,73.51,42,61,2.44,broken clouds
492,Wuda,CN,39.4994,106.7117,85.39,40,100,9.1,overcast clouds
493,Dobric,RS,44.7019,19.5814,59.81,48,2,5.95,clear sky
494,Shuyskoye,RU,59.3736,41.0305,58.64,94,63,3.83,broken clouds
495,Rapar,IN,23.5667,70.6333,82.13,85,98,4.63,overcast clouds
496,Rio Gallegos,AR,-51.6226,-69.2181,35.65,80,75,10.36,broken clouds
497,Bubaque,GW,11.2833,-15.8333,80.69,81,100,9.64,moderate rain
498,Adrar,MR,20.5022,-10.0711,96.8,21,92,8.37,overcast clouds
499,Puerto Madryn,AR,-42.7692,-65.0385,45.73,53,100,7.36,overcast clouds
500,Nanortalik,GL,60.1432,-45.2371,45.75,75,100,4.5,overcast clouds
501,Kasongo-Lunda,CD,-6.4667,16.8167,65.97,43,4,0.83,clear sky
502,Payakumbuh,ID,-0.2202,100.6308,77.68,84,86,0.67,overcast clouds
503,Kyrnasivka,UA,48.5955,28.979,56.08,95,5,11.48,clear sky
504,Kargasok,RU,59.0556,80.8572,59.58,62,100,3.74,overcast clouds
505,Orlik,RU,52.5178,99.825,50.52,85,100,2.1,light rain
506,Buy,RU,58.4786,41.53,58.3,84,3,4.76,clear sky
507,Yulara,AU,-25.2406,130.9889,55.24,47,0,17.27,clear sky
508,Vanimo,PG,-2.6741,141.3028,84.67,68,100,2.95,overcast clouds
509,Santa Pola,ES,38.1917,-0.5658,81.5,55,0,2.3,clear sky
510,Mikhaylovka,RU,50.06,43.2379,65.7,90,100,3.94,light rain
511,Ruteng,ID,-8.6136,120.4721,68.14,65,96,2.28,overcast clouds
512,Miri,MY,4.4148,114.0089,77.14,94,40,8.05,scattered clouds
513,Carlsbad,US,33.1581,-117.3506,78.42,79,100,9.22,overcast clouds
514,Guadalupe Y Calvo,MX,26.1,-106.9667,56.89,94,100,1.54,overcast clouds
515,Chhatarpur,IN,24.9,79.6,89.67,52,0,12.55,clear sky
516,Codrington,AU,-38.2667,141.9667,52.66,73,100,6.69,overcast clouds
517,Pangnirtung,CA,66.1451,-65.7125,45.97,85,84,2.71,broken clouds
518,Dubbo,AU,-32.25,148.6167,55.53,54,0,10.36,clear sky
519,Pemangkat,ID,1.1667,108.9667,81.82,70,100,6.46,overcast clouds
520,Griffith,US,41.5284,-87.4237,69.39,80,0,5.75,clear sky
521,Bonavista,CA,48.6499,-53.1147,59.68,92,100,16.4,overcast clouds
522,Tayu,ID,-6.5397,111.0518,80.11,78,100,7.99,overcast clouds
523,Viedma,AR,-40.8135,-62.9967,44.47,74,100,8.9,overcast clouds
524,Ossora,RU,59.2353,163.0719,72.37,67,47,6.08,scattered clouds
525,Karsava,LV,56.7841,27.6883,52.23,93,100,4.97,overcast clouds
526,Weinan,CN,34.5036,109.5089,84.9,73,62,5.19,broken clouds
527,Campoverde,PE,-8.4753,-74.8058,80.29,74,91,1.74,overcast clouds
528,Port Hardy,CA,50.6996,-127.4199,60.98,77,75,9.22,broken clouds
529,Pacific Grove,US,36.6177,-121.9166,73.24,80,75,8.05,broken clouds
530,Imeni Poliny Osipenko,RU,52.4201,136.4853,69.75,85,99,8.23,overcast clouds
531,Lindsay,US,36.203,-119.0882,100.78,26,0,11.5,clear sky
532,Sisimiut,GL,66.9395,-53.6735,45.7,83,80,6.04,broken clouds
533,Lubango,AO,-14.9172,13.4925,52.11,46,0,7.27,clear sky
534,Jiayuguan,CN,39.8167,98.3,73.74,36,100,11.68,overcast clouds
535,Chamalieres,FR,45.7756,3.0631,63.32,72,0,2.3,clear sky
536,Makanya,TZ,-4.3667,37.8333,63.12,91,87,3.47,overcast clouds
537,Miranda,CO,3.2499,-76.2281,71.73,93,96,5.41,overcast clouds
538,Potsdam,DE,52.3989,13.0657,68.13,62,98,7.9,overcast clouds
539,Jieshi,CN,22.8134,115.8257,85.6,73,67,5.66,broken clouds
540,Gaozhou,CN,21.9392,110.8461,86.94,66,1,3.27,clear sky
541,Edissiya,RU,44.0511,44.5408,72.09,65,100,6.76,overcast clouds
542,Aden,YE,12.7794,45.0367,86.2,65,100,3.83,overcast clouds
543,Zhelyabovka,UA,45.3988,34.7578,63.0,71,1,10.16,clear sky
544,Sistranda,NO,63.7256,8.834,49.96,83,100,20.36,overcast clouds
545,Menongue,AO,-14.6585,17.691,47.71,58,3,4.36,clear sky
546,Lugovoy,KZ,42.9472,72.7644,72.37,40,0,5.99,clear sky
547,Alice Springs,AU,-23.7,133.8833,54.95,47,0,14.97,clear sky
548,Knysna,ZA,-34.0363,23.0471,60.6,47,95,8.05,overcast clouds
549,Tiberias,IL,32.7922,35.5312,80.1,83,1,4.5,clear sky
550,Urumqi,CN,43.801,87.6005,77.95,28,0,4.47,clear sky
551,Mackenzie,CA,55.2999,-123.1698,61.02,51,100,17.27,overcast clouds
552,Kiboga,UG,0.9161,31.7742,61.34,68,99,2.42,overcast clouds
553,Vila Do Maio,CV,15.1333,-23.2167,75.99,81,19,14.9,few clouds
554,Ayagoz,KZ,47.9714,80.4392,65.57,40,60,18.66,broken clouds
555,Nsanje,MW,-16.92,35.262,63.37,80,80,1.97,broken clouds
556,Hermiston,US,45.8404,-119.2895,94.08,24,93,3.0,overcast clouds
557,Sao Felix Do Xingu,BR,-6.6447,-51.995,76.82,52,78,1.01,broken clouds
558,Micheweni,TZ,-4.9667,39.8333,75.61,82,100,12.91,light rain
559,Bowling Green,US,36.9903,-86.4436,82.33,59,0,5.75,clear sky
560,Synya,RU,65.3718,58.0387,72.81,61,4,4.47,clear sky
561,Moinesti,RO,46.4667,26.4833,55.51,62,34,6.42,scattered clouds
562,Mbala,ZM,-8.8402,31.3659,53.67,78,14,8.46,few clouds
563,Hillsborough,US,37.5741,-122.3794,79.11,79,20,21.85,few clouds
564,Oranjestad,AW,12.524,-70.027,80.55,83,20,14.97,few clouds
565,Raga,SS,8.4596,25.678,68.02,98,100,3.29,light rain
566,Ashcroft,CA,50.7165,-121.2859,85.48,27,7,7.85,clear sky
567,Nyanguge,TZ,-2.55,33.2,65.61,49,70,11.25,broken clouds
568,San Ramon,US,37.7799,-121.978,83.26,60,0,16.11,clear sky
569,Sumbawanga,TZ,-7.9667,31.6167,51.71,70,2,5.08,clear sky
570,Chokurdakh,RU,70.6333,147.9167,55.87,41,1,10.16,clear sky
571,Cap Malheureux,MU,-19.9842,57.6142,66.47,87,99,7.0,overcast clouds
572,Sile,TR,41.1754,29.6133,63.57,70,0,1.01,clear sky
573,Agucadoura,PT,41.4318,-8.7804,91.96,42,62,10.69,broken clouds
574,Pangai,TO,-19.8,-174.35,78.28,81,0,17.31,clear sky
575,Sovetskiy,RU,61.3614,63.5842,71.46,69,100,3.69,overcast clouds
576,Corrente,BR,-3.7367,-43.3394,73.4,93,12,4.36,few clouds
577,Peniche,PT,39.3558,-9.3811,82.29,51,97,7.65,overcast clouds
578,Kazanskoye,RU,55.6448,69.235,68.27,78,35,7.14,scattered clouds
579,Palu,ID,-0.8917,119.8707,76.93,97,100,2.57,overcast clouds
580,Minervino Murge,IT,41.0843,16.0784,62.24,47,0,5.61,clear sky
581,Okakarara,NA,-20.5833,17.4333,48.34,49,0,3.18,clear sky
582,Bosaso,SO,11.2842,49.1816,90.25,34,40,24.83,scattered clouds
583,Luderitz,NA,-26.6481,15.1594,55.18,55,0,13.98,clear sky
584,Santa Rosa,PH,14.3122,121.1114,89.02,72,100,2.19,overcast clouds
585,Namatanai,PG,-3.6667,152.4333,83.03,77,98,7.14,light rain
586,Kushiro,JP,42.975,144.3747,63.55,100,75,5.75,light rain
587,Shizunai,JP,42.3339,142.3669,67.62,87,97,12.68,overcast clouds
588,Carbonear,CA,47.7332,-53.2148,66.74,95,93,12.86,light rain
589,Payyannur,IN,12.1,75.2,79.65,82,100,14.47,light rain
590,Boralday,KZ,43.3578,76.8594,69.66,49,20,4.47,few clouds
591,Adamovka,RU,51.5223,59.9396,72.68,61,10,5.61,clear sky
592,Yenagoa,NG,4.9247,6.2642,73.45,95,100,3.67,overcast clouds
593,Rurrenabaque,BO,-14.4413,-67.5278,69.8,81,79,0.67,broken clouds
594,La Paz,BO,-16.5,-68.15,49.98,18,40,5.75,scattered clouds
595,Halifax,CA,44.6453,-63.5724,67.89,90,20,4.61,few clouds
596,Abu Dhabi,AE,24.4667,54.3667,91.51,82,0,6.91,clear sky
597,Laem Sing,TH,12.4816,102.0738,81.01,100,100,9.89,overcast clouds
598,Payo,ID,-3.7508,103.6372,78.26,83,90,1.43,overcast clouds
599,Heyang,CN,26.1011,107.473,78.75,74,58,7.34,broken clouds
600,Richards Bay,ZA,-28.783,32.0377,60.64,39,0,3.87,clear sky
601,Kothen,DE,51.75,11.9667,66.7,81,61,7.34,broken clouds
602,Buraydah,SA,26.326,43.975,86.45,15,100,8.1,overcast clouds
603,Yarmouth,US,41.7057,-70.2286,74.98,89,75,3.44,broken clouds
604,Basoko,CD,1.2391,23.616,71.64,92,54,2.48,broken clouds
605,Okhotsk,RU,59.3833,143.3,67.91,80,99,6.69,overcast clouds
606,Minsk,BY,53.9,27.5667,51.55,96,4,5.46,clear sky
607,Bardiyah,LY,31.7561,25.0865,74.98,67,0,11.41,clear sky
608,Luganville,VU,-15.5333,167.1667,84.22,65,19,7.45,few clouds
609,Pogar,RU,52.554,33.2591,54.41,94,100,4.14,overcast clouds
610,Garwa,IN,24.1833,83.8167,86.2,61,7,14.72,clear sky
611,Zapolyarnyy,RU,69.4154,30.8136,58.28,98,100,2.53,overcast clouds
612,Arman,RU,59.7,150.1667,80.02,64,67,5.7,broken clouds
613,Miyako,JP,39.6367,141.9525,72.64,78,100,6.62,overcast clouds
614,Krasne,UA,49.9145,24.6134,58.82,91,53,7.61,broken clouds
615,Igrim,RU,63.1906,64.4162,70.63,75,77,3.94,broken clouds
616,Buchanan,LR,5.8808,-10.0467,75.63,87,100,8.59,light rain
617,Dubti,ET,11.7361,41.0853,86.88,41,100,6.91,overcast clouds
618,Kidal,ML,18.4411,1.4078,90.16,37,94,12.46,overcast clouds
619,Buta,CD,2.7858,24.73,71.01,92,100,1.5,overcast clouds
620,Valparaiso,CL,-33.0393,-71.6273,55.04,84,100,11.5,light rain
621,Neiafu,TO,-18.65,-173.9833,79.52,78,4,20.13,clear sky
622,Atambua,ID,-9.1061,124.8925,77.47,56,96,3.85,overcast clouds
623,Hay River,CA,60.8156,-115.7999,66.18,52,75,4.61,broken clouds
624,Houston,US,29.7633,-95.3633,90.39,68,0,12.66,clear sky
625,Slavsk,RU,55.0425,21.677,61.84,85,0,11.86,clear sky
626,Huarmey,PE,-10.0681,-78.1522,61.75,84,93,11.16,overcast clouds
627,Bunbury,AU,-33.3333,115.6333,61.74,86,90,19.95,overcast clouds
628,Dalvik,IS,65.9702,-18.5286,49.93,86,100,3.74,overcast clouds
629,Puerto Narino,CO,-3.7703,-70.3831,76.91,82,100,1.61,overcast clouds
630,Gari,RU,59.4307,62.3497,71.46,73,5,4.38,clear sky
631,Foumban,CM,5.7291,10.9001,62.46,95,100,2.55,overcast clouds
632,Salair,RU,54.2312,85.7972,56.71,60,84,4.38,broken clouds
633,Dukat,RU,62.55,155.55,71.58,62,22,18.86,few clouds
634,Lishui,CN,28.4604,119.9103,93.88,60,100,1.79,overcast clouds
635,Sztum,PL,53.9208,19.0307,62.35,94,5,9.22,clear sky
636,Swan Hill,AU,-35.3378,143.5544,54.45,50,0,8.77,clear sky
637,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,68.59,73,20,13.42,few clouds
638,Rudbar,AF,30.15,62.6,82.8,24,0,15.23,clear sky
639,Rafai,CF,4.95,23.9167,68.0,100,100,0.22,moderate rain
640,Ardakan,IR,32.31,54.0175,77.58,16,0,5.39,clear sky
641,Santa Cruz,BO,-17.8,-63.1667,69.26,73,75,17.27,broken clouds
642,Tokat,TR,40.4167,36.5833,47.62,97,84,5.06,broken clouds
643,Hualmay,PE,-11.0964,-77.6139,60.67,84,11,12.37,few clouds
644,Marystown,CA,47.1666,-55.1483,60.85,100,100,1.99,overcast clouds
645,Uruzgan,AF,32.8333,66.0,75.27,19,0,7.27,clear sky
646,Stendal,DE,52.6,11.85,60.08,68,100,1.01,overcast clouds
647,Puerto Del Rosario,ES,28.5004,-13.8627,71.35,73,100,12.66,overcast clouds
648,Bada,RU,51.392,109.8717,77.09,37,100,4.65,light rain
649,Ximei,CN,24.9639,118.3794,89.33,67,100,1.77,overcast clouds
650,Yayva,RU,59.3303,57.2641,71.19,83,12,3.74,few clouds
651,Qena,EG,26.1615,32.7183,81.43,35,69,11.25,broken clouds
652,Palmas,BR,-10.2128,-48.3603,75.07,69,0,5.75,clear sky
653,Luwuk,ID,-0.9516,122.7875,79.65,91,99,6.33,overcast clouds
654,Kintampo,GH,8.0563,-1.7306,70.74,95,87,4.74,overcast clouds
655,Sale,MA,34.0389,-6.8166,71.74,100,40,3.44,scattered clouds
656,Veraval,IN,20.9,70.3667,80.47,90,100,11.32,light rain
657,Elmadag,TR,39.9208,33.2308,60.66,74,64,6.06,broken clouds
658,Bayangol,RU,50.6977,103.4656,55.2,95,100,2.98,overcast clouds
659,Noyabrsk,RU,63.1994,75.4507,59.36,58,100,7.14,overcast clouds
660,Nisia Floresta,BR,-6.0911,-35.2086,77.38,93,15,7.4,few clouds
661,Big Rapids,US,43.6981,-85.4837,68.07,67,0,9.22,clear sky
662,Coolum Beach,AU,-26.5333,153.1,62.33,59,1,12.59,clear sky
663,Northam,GB,51.0333,-4.2167,58.6,81,19,9.62,few clouds
664,Grand Gaube,MU,-20.0064,57.6608,68.4,87,99,7.0,overcast clouds
665,Roma,US,43.2128,-75.4557,66.67,94,67,1.01,broken clouds
666,Muswellbrook,AU,-32.2667,150.9,49.42,77,100,0.81,overcast clouds
667,Chakrata,IN,30.7,77.85,65.62,76,4,2.53,clear sky
668,Chengde,CN,40.9725,117.9361,82.29,43,56,5.66,broken clouds
669,Cayenne,GF,4.9333,-52.3333,81.09,1,75,2.3,broken clouds
670,Donetsk,UA,48.0,37.8,63.19,46,96,7.18,overcast clouds
